(10,)
_________________________________________________________________
Layer (type)                 Output Shape              Param #   
=================================================================
flatten_1 (Flatten)          (None, 10)                0         
_________________________________________________________________
dense_1 (Dense)              (None, 512)               5632      
_________________________________________________________________
activation_1 (Activation)    (None, 512)               0         
_________________________________________________________________
dense_2 (Dense)              (None, 512)               262656    
_________________________________________________________________
activation_2 (Activation)    (None, 512)               0         
_________________________________________________________________
dense_3 (Dense)              (None, 5)                 2565      
_________________________________________________________________
activation_3 (Activation)    (None, 5)                 0         
=================================================================
Total params: 270,853
Trainable params: 270,853
Non-trainable params: 0
_________________________________________________________________
None
load model
Training for 500000 steps ...
[F[K     39/500000: episode: 1, duration: 0.562s, episode steps: 39, steps per second: 69, episode reward: 39.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.154 [0.000, 4.000], mean observation: 0.498 [0.470, 0.510], loss: 0.880180, mean_absolute_error: 82.667548, mean_q: 104.039556
[F[K  61049/500000: episode: 937, duration: 1.429s, episode steps: 71, steps per second: 50, episode reward: 71.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.817 [0.000, 4.000], mean observation: 0.514 [0.470, 0.650], loss: 6.961649, mean_absolute_error: 36.089127, mean_q: 46.177193
[F[K  61118/500000: episode: 938, duration: 1.548s, episode steps: 69, steps per second: 45, episode reward: 69.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.174 [0.000, 4.000], mean observation: 0.496 [0.450, 0.520], loss: 8.123474, mean_absolute_error: 35.217686, mean_q: 45.192425
[F[K  61192/500000: episode: 939, duration: 1.543s, episode steps: 74, steps per second: 48, episode reward: 74.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.635 [0.000, 4.000], mean observation: 0.489 [0.370, 0.540], loss: 7.491621, mean_absolute_error: 35.718658, mean_q: 45.827370
[F[K  61261/500000: episode: 940, duration: 1.296s, episode steps: 69, steps per second: 53, episode reward: 69.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.855 [0.000, 4.000], mean observation: 0.496 [0.390, 0.540], loss: 7.109246, mean_absolute_error: 36.273129, mean_q: 46.555962
[F[K  61371/500000: episode: 941, duration: 1.859s, episode steps: 110, steps per second: 59, episode reward: 110.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.573 [0.000, 4.000], mean observation: 0.500 [0.460, 0.530], loss: 7.690400, mean_absolute_error: 36.020130, mean_q: 46.179245
[F[K  61430/500000: episode: 942, duration: 1.124s, episode steps: 59, steps per second: 52, episode reward: 59.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.390 [0.000, 4.000], mean observation: 0.509 [0.490, 0.540], loss: 7.106688, mean_absolute_error: 36.195049, mean_q: 46.517883
[F[K  61496/500000: episode: 943, duration: 1.335s, episode steps: 66, steps per second: 49, episode reward: 66.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.258 [0.000, 4.000], mean observation: 0.507 [0.450, 0.620], loss: 7.463731, mean_absolute_error: 36.994488, mean_q: 47.424492
[F[K  61570/500000: episode: 944, duration: 1.310s, episode steps: 74, steps per second: 57, episode reward: 74.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.581 [0.000, 4.000], mean observation: 0.515 [0.480, 0.630], loss: 7.480061, mean_absolute_error: 35.961048, mean_q: 46.179150
[F[K  61631/500000: episode: 945, duration: 0.916s, episode steps: 61, steps per second: 67, episode reward: 61.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.574 [0.000, 4.000], mean observation: 0.498 [0.410, 0.570], loss: 7.782881, mean_absolute_error: 36.437870, mean_q: 46.634308
[F[K  61756/500000: episode: 946, duration: 1.963s, episode steps: 125, steps per second: 64, episode reward: 125.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.984 [0.000, 4.000], mean observation: 0.497 [0.390, 0.590], loss: 7.696715, mean_absolute_error: 35.933968, mean_q: 46.041824
[F[K  61856/500000: episode: 947, duration: 1.780s, episode steps: 100, steps per second: 56, episode reward: 100.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.480 [0.000, 4.000], mean observation: 0.491 [0.410, 0.530], loss: 7.643228, mean_absolute_error: 35.598442, mean_q: 45.661686
[F[K  61970/500000: episode: 948, duration: 1.886s, episode steps: 114, steps per second: 60, episode reward: 114.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.035 [0.000, 4.000], mean observation: 0.515 [0.470, 0.640], loss: 7.609598, mean_absolute_error: 35.808079, mean_q: 45.869667
[F[K  62046/500000: episode: 949, duration: 0.942s, episode steps: 76, steps per second: 81, episode reward: 76.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.276 [0.000, 4.000], mean observation: 0.500 [0.390, 0.620], loss: 8.279766, mean_absolute_error: 36.099125, mean_q: 46.306446
[F[K  62166/500000: episode: 950, duration: 2.086s, episode steps: 120, steps per second: 58, episode reward: 120.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.867 [0.000, 4.000], mean observation: 0.479 [0.370, 0.520], loss: 7.582388, mean_absolute_error: 36.336109, mean_q: 46.588184
[F[K  62342/500000: episode: 951, duration: 3.118s, episode steps: 176, steps per second: 56, episode reward: 176.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.386 [0.000, 4.000], mean observation: 0.482 [0.360, 0.520], loss: 8.187650, mean_absolute_error: 36.398258, mean_q: 46.565884
[F[K  62394/500000: episode: 952, duration: 0.954s, episode steps: 52, steps per second: 54, episode reward: 52.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.654 [0.000, 4.000], mean observation: 0.499 [0.360, 0.620], loss: 7.521459, mean_absolute_error: 36.652309, mean_q: 46.989395
[F[K  62470/500000: episode: 953, duration: 1.317s, episode steps: 76, steps per second: 58, episode reward: 76.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.013 [0.000, 4.000], mean observation: 0.478 [0.360, 0.520], loss: 6.858184, mean_absolute_error: 35.568443, mean_q: 45.675735
[F[K  62538/500000: episode: 954, duration: 1.260s, episode steps: 68, steps per second: 54, episode reward: 68.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.824 [0.000, 4.000], mean observation: 0.500 [0.440, 0.560], loss: 7.517963, mean_absolute_error: 35.873394, mean_q: 46.038315
[F[K  62619/500000: episode: 955, duration: 1.298s, episode steps: 81, steps per second: 62, episode reward: 81.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.926 [0.000, 4.000], mean observation: 0.503 [0.440, 0.590], loss: 7.706513, mean_absolute_error: 36.374599, mean_q: 46.628197
[F[K  62666/500000: episode: 956, duration: 0.805s, episode steps: 47, steps per second: 58, episode reward: 47.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.957 [0.000, 4.000], mean observation: 0.490 [0.360, 0.540], loss: 6.723012, mean_absolute_error: 36.143867, mean_q: 46.276867
[F[K  62741/500000: episode: 957, duration: 1.341s, episode steps: 75, steps per second: 56, episode reward: 75.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.653 [0.000, 4.000], mean observation: 0.516 [0.470, 0.590], loss: 6.670481, mean_absolute_error: 36.334053, mean_q: 46.609146
[F[K  62830/500000: episode: 958, duration: 1.421s, episode steps: 89, steps per second: 63, episode reward: 89.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.135 [0.000, 4.000], mean observation: 0.493 [0.380, 0.550], loss: 7.867419, mean_absolute_error: 36.581051, mean_q: 46.921295
[F[K  62869/500000: episode: 959, duration: 0.639s, episode steps: 39, steps per second: 61, episode reward: 39.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.462 [0.000, 4.000], mean observation: 0.501 [0.370, 0.650], loss: 7.579072, mean_absolute_error: 36.989311, mean_q: 47.660603
[F[K  62931/500000: episode: 960, duration: 1.079s, episode steps: 62, steps per second: 57, episode reward: 62.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.242 [0.000, 4.000], mean observation: 0.511 [0.490, 0.590], loss: 8.005846, mean_absolute_error: 35.949245, mean_q: 46.112427
[F[K  62999/500000: episode: 961, duration: 1.160s, episode steps: 68, steps per second: 59, episode reward: 68.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.118 [0.000, 4.000], mean observation: 0.521 [0.470, 0.610], loss: 7.994473, mean_absolute_error: 35.857624, mean_q: 45.945179
[F[K  63173/500000: episode: 962, duration: 2.636s, episode steps: 174, steps per second: 66, episode reward: 174.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.052 [0.000, 4.000], mean observation: 0.487 [0.380, 0.540], loss: 7.725415, mean_absolute_error: 36.483410, mean_q: 46.836792
[F[K  63217/500000: episode: 963, duration: 0.742s, episode steps: 44, steps per second: 59, episode reward: 44.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.114 [0.000, 4.000], mean observation: 0.498 [0.360, 0.590], loss: 7.575351, mean_absolute_error: 36.519463, mean_q: 46.775681
[F[K  63292/500000: episode: 964, duration: 1.326s, episode steps: 75, steps per second: 57, episode reward: 75.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.120 [0.000, 4.000], mean observation: 0.483 [0.370, 0.530], loss: 7.223053, mean_absolute_error: 36.702637, mean_q: 47.041092
[F[K  63436/500000: episode: 965, duration: 2.688s, episode steps: 144, steps per second: 54, episode reward: 144.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.181 [0.000, 4.000], mean observation: 0.499 [0.430, 0.580], loss: 7.779141, mean_absolute_error: 37.023300, mean_q: 47.484077
[F[K  63498/500000: episode: 966, duration: 1.288s, episode steps: 62, steps per second: 48, episode reward: 62.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.048 [0.000, 4.000], mean observation: 0.517 [0.470, 0.590], loss: 8.363169, mean_absolute_error: 36.606674, mean_q: 46.974720
[F[K  63535/500000: episode: 967, duration: 0.672s, episode steps: 37, steps per second: 55, episode reward: 37.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.757 [0.000, 4.000], mean observation: 0.524 [0.470, 0.630], loss: 6.846853, mean_absolute_error: 37.353493, mean_q: 47.866047
[F[K  63631/500000: episode: 968, duration: 1.746s, episode steps: 96, steps per second: 55, episode reward: 96.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.083 [0.000, 4.000], mean observation: 0.505 [0.420, 0.650], loss: 7.272679, mean_absolute_error: 37.408436, mean_q: 47.909885
[F[K  63667/500000: episode: 969, duration: 0.774s, episode steps: 36, steps per second: 46, episode reward: 36.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.639 [0.000, 4.000], mean observation: 0.520 [0.470, 0.640], loss: 7.906667, mean_absolute_error: 36.411961, mean_q: 46.727966
[F[K  63736/500000: episode: 970, duration: 1.203s, episode steps: 69, steps per second: 57, episode reward: 69.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.826 [0.000, 4.000], mean observation: 0.482 [0.390, 0.530], loss: 8.341633, mean_absolute_error: 36.903557, mean_q: 47.187813
[F[K  63794/500000: episode: 971, duration: 0.965s, episode steps: 58, steps per second: 60, episode reward: 58.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.138 [0.000, 4.000], mean observation: 0.515 [0.500, 0.580], loss: 8.560104, mean_absolute_error: 36.451107, mean_q: 46.757294
[F[K  63852/500000: episode: 972, duration: 1.235s, episode steps: 58, steps per second: 47, episode reward: 58.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.483 [0.000, 4.000], mean observation: 0.492 [0.380, 0.530], loss: 7.589161, mean_absolute_error: 36.743668, mean_q: 47.052132
[F[K  63937/500000: episode: 973, duration: 1.576s, episode steps: 85, steps per second: 54, episode reward: 85.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.953 [0.000, 4.000], mean observation: 0.501 [0.460, 0.550], loss: 7.759595, mean_absolute_error: 36.961418, mean_q: 47.364960
[F[K  63993/500000: episode: 974, duration: 1.118s, episode steps: 56, steps per second: 50, episode reward: 56.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.643 [0.000, 4.000], mean observation: 0.494 [0.440, 0.530], loss: 8.026806, mean_absolute_error: 37.153706, mean_q: 47.605389
[F[K  64064/500000: episode: 975, duration: 1.219s, episode steps: 71, steps per second: 58, episode reward: 71.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.873 [0.000, 4.000], mean observation: 0.501 [0.480, 0.530], loss: 7.468478, mean_absolute_error: 36.755772, mean_q: 46.932629
[F[K  64108/500000: episode: 976, duration: 0.804s, episode steps: 44, steps per second: 55, episode reward: 44.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.523 [0.000, 4.000], mean observation: 0.521 [0.470, 0.620], loss: 9.067187, mean_absolute_error: 36.738163, mean_q: 47.039516
[F[K  64174/500000: episode: 977, duration: 1.272s, episode steps: 66, steps per second: 52, episode reward: 66.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.121 [0.000, 4.000], mean observation: 0.518 [0.490, 0.610], loss: 8.602469, mean_absolute_error: 36.642910, mean_q: 46.874413
[F[K  64262/500000: episode: 978, duration: 1.577s, episode steps: 88, steps per second: 56, episode reward: 88.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.852 [0.000, 4.000], mean observation: 0.486 [0.390, 0.530], loss: 7.043571, mean_absolute_error: 36.850368, mean_q: 47.128464
[F[K  64332/500000: episode: 979, duration: 1.286s, episode steps: 70, steps per second: 54, episode reward: 70.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.643 [0.000, 4.000], mean observation: 0.494 [0.380, 0.530], loss: 8.036534, mean_absolute_error: 36.124451, mean_q: 46.205341
[F[K  64407/500000: episode: 980, duration: 1.351s, episode steps: 75, steps per second: 56, episode reward: 75.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.800 [0.000, 4.000], mean observation: 0.493 [0.350, 0.550], loss: 8.447545, mean_absolute_error: 37.549088, mean_q: 48.022781
[F[K  64475/500000: episode: 981, duration: 1.345s, episode steps: 68, steps per second: 51, episode reward: 68.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.721 [0.000, 4.000], mean observation: 0.490 [0.440, 0.530], loss: 8.284348, mean_absolute_error: 37.054153, mean_q: 47.485458
[F[K  64549/500000: episode: 982, duration: 1.245s, episode steps: 74, steps per second: 59, episode reward: 74.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.500 [0.000, 4.000], mean observation: 0.517 [0.480, 0.610], loss: 8.167820, mean_absolute_error: 37.066803, mean_q: 47.361290
[F[K  64749/500000: episode: 983, duration: 3.106s, episode steps: 200, steps per second: 64, episode reward: 200.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.290 [0.000, 4.000], mean observation: 0.500 [0.420, 0.570], loss: 8.217923, mean_absolute_error: 37.062260, mean_q: 47.359932
[F[K  64786/500000: episode: 984, duration: 0.672s, episode steps: 37, steps per second: 55, episode reward: 37.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.541 [0.000, 3.000], mean observation: 0.514 [0.470, 0.660], loss: 6.805785, mean_absolute_error: 36.605610, mean_q: 46.875038
[F[K  64852/500000: episode: 985, duration: 1.210s, episode steps: 66, steps per second: 55, episode reward: 66.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.061 [0.000, 4.000], mean observation: 0.516 [0.470, 0.630], loss: 9.201460, mean_absolute_error: 37.540340, mean_q: 47.924030
[F[K  65003/500000: episode: 986, duration: 2.733s, episode steps: 151, steps per second: 55, episode reward: 151.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.046 [0.000, 4.000], mean observation: 0.486 [0.340, 0.530], loss: 7.806988, mean_absolute_error: 36.686745, mean_q: 46.984619
[F[K  65078/500000: episode: 987, duration: 1.332s, episode steps: 75, steps per second: 56, episode reward: 75.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.067 [0.000, 4.000], mean observation: 0.485 [0.390, 0.530], loss: 8.601482, mean_absolute_error: 36.995235, mean_q: 47.345497
[F[K  65179/500000: episode: 988, duration: 1.649s, episode steps: 101, steps per second: 61, episode reward: 101.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.505 [0.000, 4.000], mean observation: 0.480 [0.360, 0.530], loss: 7.739793, mean_absolute_error: 37.128311, mean_q: 47.559841
[F[K  65213/500000: episode: 989, duration: 0.516s, episode steps: 34, steps per second: 66, episode reward: 34.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.765 [0.000, 3.000], mean observation: 0.513 [0.470, 0.640], loss: 7.876762, mean_absolute_error: 35.774574, mean_q: 45.811703
[F[K  65394/500000: episode: 990, duration: 2.612s, episode steps: 181, steps per second: 69, episode reward: 181.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.193 [0.000, 4.000], mean observation: 0.500 [0.410, 0.600], loss: 8.463318, mean_absolute_error: 36.779846, mean_q: 47.016251
[F[K  65441/500000: episode: 991, duration: 0.861s, episode steps: 47, steps per second: 55, episode reward: 47.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.957 [0.000, 4.000], mean observation: 0.477 [0.350, 0.530], loss: 7.762117, mean_absolute_error: 36.057613, mean_q: 46.174576
[F[K  65543/500000: episode: 992, duration: 1.495s, episode steps: 102, steps per second: 68, episode reward: 102.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.451 [0.000, 4.000], mean observation: 0.484 [0.380, 0.530], loss: 7.807794, mean_absolute_error: 36.413326, mean_q: 46.587208
[F[K  65617/500000: episode: 993, duration: 1.163s, episode steps: 74, steps per second: 64, episode reward: 74.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.784 [0.000, 4.000], mean observation: 0.500 [0.410, 0.580], loss: 7.782185, mean_absolute_error: 37.136658, mean_q: 47.549938
[F[K  65688/500000: episode: 994, duration: 1.163s, episode steps: 71, steps per second: 61, episode reward: 71.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.310 [0.000, 4.000], mean observation: 0.508 [0.470, 0.580], loss: 8.272297, mean_absolute_error: 37.207211, mean_q: 47.595051
[F[K  65756/500000: episode: 995, duration: 1.208s, episode steps: 68, steps per second: 56, episode reward: 68.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.338 [0.000, 4.000], mean observation: 0.503 [0.470, 0.540], loss: 7.792277, mean_absolute_error: 37.099277, mean_q: 47.409401
[F[K  65804/500000: episode: 996, duration: 0.974s, episode steps: 48, steps per second: 49, episode reward: 48.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.938 [0.000, 4.000], mean observation: 0.506 [0.500, 0.530], loss: 8.036181, mean_absolute_error: 36.729649, mean_q: 47.176285
[F[K  65839/500000: episode: 997, duration: 0.652s, episode steps: 35, steps per second: 54, episode reward: 35.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.486 [0.000, 3.000], mean observation: 0.510 [0.460, 0.650], loss: 8.346547, mean_absolute_error: 36.957092, mean_q: 47.460918
[F[K  65896/500000: episode: 998, duration: 1.050s, episode steps: 57, steps per second: 54, episode reward: 57.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.702 [0.000, 4.000], mean observation: 0.505 [0.370, 0.650], loss: 8.234649, mean_absolute_error: 37.438938, mean_q: 47.867455
[F[K  65947/500000: episode: 999, duration: 0.854s, episode steps: 51, steps per second: 60, episode reward: 51.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.980 [0.000, 4.000], mean observation: 0.516 [0.470, 0.610], loss: 8.055692, mean_absolute_error: 37.589912, mean_q: 48.123043
[F[K  66009/500000: episode: 1000, duration: 0.973s, episode steps: 62, steps per second: 64, episode reward: 62.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.242 [0.000, 4.000], mean observation: 0.511 [0.470, 0.610], loss: 6.947259, mean_absolute_error: 37.480747, mean_q: 47.884537
[F[K  66127/500000: episode: 1001, duration: 1.401s, episode steps: 118, steps per second: 84, episode reward: 118.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.195 [0.000, 4.000], mean observation: 0.487 [0.400, 0.530], loss: 8.040653, mean_absolute_error: 36.905624, mean_q: 47.252815
[F[K  66213/500000: episode: 1002, duration: 1.119s, episode steps: 86, steps per second: 77, episode reward: 86.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.942 [0.000, 4.000], mean observation: 0.505 [0.470, 0.580], loss: 8.109224, mean_absolute_error: 37.665203, mean_q: 48.272648
[F[K  66304/500000: episode: 1003, duration: 1.157s, episode steps: 91, steps per second: 79, episode reward: 91.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.330 [0.000, 4.000], mean observation: 0.484 [0.390, 0.530], loss: 8.103089, mean_absolute_error: 37.012619, mean_q: 47.365971
[F[K  66355/500000: episode: 1004, duration: 0.762s, episode steps: 51, steps per second: 67, episode reward: 51.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.490 [0.000, 3.000], mean observation: 0.511 [0.470, 0.630], loss: 7.413884, mean_absolute_error: 37.084381, mean_q: 47.473610
[F[K  66451/500000: episode: 1005, duration: 1.413s, episode steps: 96, steps per second: 68, episode reward: 96.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.094 [0.000, 4.000], mean observation: 0.491 [0.420, 0.530], loss: 7.805643, mean_absolute_error: 37.459721, mean_q: 47.974316
[F[K  66485/500000: episode: 1006, duration: 0.498s, episode steps: 34, steps per second: 68, episode reward: 34.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.676 [0.000, 3.000], mean observation: 0.515 [0.470, 0.650], loss: 7.974094, mean_absolute_error: 37.469700, mean_q: 47.962334
[F[K  66528/500000: episode: 1007, duration: 0.651s, episode steps: 43, steps per second: 66, episode reward: 43.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.791 [0.000, 4.000], mean observation: 0.509 [0.460, 0.630], loss: 9.076440, mean_absolute_error: 37.602318, mean_q: 48.145813
[F[K  66577/500000: episode: 1008, duration: 0.848s, episode steps: 49, steps per second: 58, episode reward: 49.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.347 [0.000, 4.000], mean observation: 0.500 [0.370, 0.640], loss: 8.030179, mean_absolute_error: 37.949238, mean_q: 48.551807
[F[K  66631/500000: episode: 1009, duration: 0.860s, episode steps: 54, steps per second: 63, episode reward: 54.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.167 [0.000, 4.000], mean observation: 0.504 [0.410, 0.600], loss: 7.739352, mean_absolute_error: 37.061001, mean_q: 47.441093
[F[K  66682/500000: episode: 1010, duration: 0.899s, episode steps: 51, steps per second: 57, episode reward: 51.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.843 [0.000, 4.000], mean observation: 0.507 [0.490, 0.530], loss: 8.439180, mean_absolute_error: 37.177013, mean_q: 47.620525
[F[K  66747/500000: episode: 1011, duration: 1.136s, episode steps: 65, steps per second: 57, episode reward: 65.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.938 [0.000, 4.000], mean observation: 0.503 [0.450, 0.570], loss: 7.041429, mean_absolute_error: 37.008137, mean_q: 47.446682
[F[K  66845/500000: episode: 1012, duration: 1.798s, episode steps: 98, steps per second: 55, episode reward: 98.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.255 [0.000, 4.000], mean observation: 0.477 [0.360, 0.540], loss: 7.760535, mean_absolute_error: 37.079327, mean_q: 47.517593
[F[K  66902/500000: episode: 1013, duration: 0.874s, episode steps: 57, steps per second: 65, episode reward: 57.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.053 [0.000, 4.000], mean observation: 0.503 [0.440, 0.640], loss: 8.026352, mean_absolute_error: 37.238720, mean_q: 47.621826
[F[K  66978/500000: episode: 1014, duration: 1.475s, episode steps: 76, steps per second: 52, episode reward: 76.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.566 [0.000, 4.000], mean observation: 0.508 [0.470, 0.600], loss: 8.297976, mean_absolute_error: 36.908501, mean_q: 47.322937
[F[K  67028/500000: episode: 1015, duration: 0.877s, episode steps: 50, steps per second: 57, episode reward: 50.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.460 [0.000, 4.000], mean observation: 0.508 [0.470, 0.550], loss: 8.436048, mean_absolute_error: 37.535824, mean_q: 48.182724
[F[K  67086/500000: episode: 1016, duration: 1.000s, episode steps: 58, steps per second: 58, episode reward: 58.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.966 [0.000, 4.000], mean observation: 0.519 [0.500, 0.620], loss: 8.708068, mean_absolute_error: 37.447746, mean_q: 47.838295
[F[K  67134/500000: episode: 1017, duration: 0.892s, episode steps: 48, steps per second: 54, episode reward: 48.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.604 [0.000, 4.000], mean observation: 0.495 [0.360, 0.600], loss: 8.016509, mean_absolute_error: 37.032681, mean_q: 47.411346
[F[K  67218/500000: episode: 1018, duration: 1.448s, episode steps: 84, steps per second: 58, episode reward: 84.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.893 [0.000, 4.000], mean observation: 0.515 [0.480, 0.570], loss: 7.878855, mean_absolute_error: 37.523594, mean_q: 47.969208
[F[K  67329/500000: episode: 1019, duration: 1.597s, episode steps: 111, steps per second: 70, episode reward: 111.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.775 [0.000, 4.000], mean observation: 0.492 [0.380, 0.540], loss: 8.219757, mean_absolute_error: 37.854298, mean_q: 48.456554
[F[K  67391/500000: episode: 1020, duration: 0.903s, episode steps: 62, steps per second: 69, episode reward: 62.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.758 [0.000, 4.000], mean observation: 0.521 [0.480, 0.630], loss: 8.740952, mean_absolute_error: 36.990696, mean_q: 47.385860
[F[K  67457/500000: episode: 1021, duration: 1.166s, episode steps: 66, steps per second: 57, episode reward: 66.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.227 [0.000, 4.000], mean observation: 0.480 [0.390, 0.520], loss: 8.703103, mean_absolute_error: 37.279774, mean_q: 47.809841
[F[K  67527/500000: episode: 1022, duration: 1.300s, episode steps: 70, steps per second: 54, episode reward: 70.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.057 [0.000, 4.000], mean observation: 0.483 [0.400, 0.530], loss: 7.075491, mean_absolute_error: 37.711254, mean_q: 48.267982
[F[K  67562/500000: episode: 1023, duration: 0.620s, episode steps: 35, steps per second: 56, episode reward: 35.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.486 [0.000, 4.000], mean observation: 0.525 [0.470, 0.630], loss: 8.013271, mean_absolute_error: 38.363750, mean_q: 49.129822
[F[K  67635/500000: episode: 1024, duration: 1.201s, episode steps: 73, steps per second: 61, episode reward: 73.000, mean reward: 1.000 [1.000, 1.000], mean action: 1.753 [0.000, 4.000], mean observation: 0.512 [0.500, 0.570], loss: 7.380051, mean_absolute_error: 37.413643, mean_q: 47.927071
[F[K  67704/500000: episode: 1025, duration: 1.172s, episode steps: 69, steps per second: 59, episode reward: 69.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.391 [0.000, 4.000], mean observation: 0.496 [0.400, 0.560], loss: 8.477862, mean_absolute_error: 37.726643, mean_q: 48.209248
[F[K  67773/500000: episode: 1026, duration: 1.008s, episode steps: 69, steps per second: 68, episode reward: 69.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.739 [0.000, 4.000], mean observation: 0.496 [0.370, 0.590], loss: 8.001731, mean_absolute_error: 37.107712, mean_q: 47.559444
[F[K  67935/500000: episode: 1027, duration: 2.722s, episode steps: 162, steps per second: 60, episode reward: 162.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.031 [0.000, 4.000], mean observation: 0.489 [0.360, 0.530], loss: 8.763946, mean_absolute_error: 37.945927, mean_q: 48.612404
[F[K  68033/500000: episode: 1028, duration: 1.719s, episode steps: 98, steps per second: 57, episode reward: 98.000, mean reward: 1.000 [1.000, 1.000], mean action: 2.143 [0.000, 4.000], mean observation: 0.487 [0.430, 0.530], loss: 8.482140, mean_absolute_error: 37.049248, mean_q: 47.519222
